Scene,Sindex,Num,Noise_Rate,gamma,Jaccard,LIP,MLMSSM,best_argminC,best_avgConf
S2,1,40,0.6,0.9,0.379310345,0.58004121,0.839917581,0.025693103,0.603726305
S2,1,40,0.6,1,0.379310345,0.58004121,0.839917581,0.025693103,0.605500465
S2,1,60,0.6,0.2,0.4,0.023487899,0.976512101,-0.771591789,0.289110501
S2,1,60,0.6,0.3,0.4,0.023487899,0.976512101,-0.771591789,0.272606412
S2,1,60,0.6,0.4,0.705882353,0.501248703,0.997502594,0.242439606,0.304485343
S2,1,60,0.6,0.5,0.489795918,0.667499135,0.997502594,0.381496632,0.132991731
S2,1,60,0.6,0.6,0.489795918,0.667499135,0.997502594,0.381496632,0.204348208
S2,1,60,0.6,0.7,0.705882353,0.501248703,0.997502594,0.242439606,0.505277211
S2,1,60,0.6,0.8,0.705882353,0.501248703,0.997502594,0.242439606,0.538742522
S2,1,60,0.6,0.9,0.705882353,0.501248703,0.997502594,0.242439606,0.564771098
S2,1,60,0.6,1,0.705882353,0.501248703,0.997502594,0.242439606,0.585593958
S2,1,80,0.6,0.2,0.4,0.023487899,0.976512101,-0.636077107,0.215936787
S2,1,80,0.6,0.3,0.4,0.023487899,0.976512101,-0.636077107,0.190192867
S2,1,80,0.6,0.4,0.4,0.023487899,0.976512101,-0.636077107,0.15586764
S2,1,80,0.6,0.5,0.4,0.023487899,0.976512101,-0.636077107,0.107812321
S2,1,80,0.6,0.6,0.4,0.023487899,0.976512101,-0.636077107,0.035729344
S2,1,80,0.6,0.7,0.4,0.674495966,0.976512101,0.579156779,0.078216296
S2,1,80,0.6,0.8,0.4,0.511743949,0.976512101,0.445248156,0.195065002
S2,1,80,0.6,0.9,0.4,0.511743949,0.976512101,0.445248156,0.222267846
S2,1,80,0.6,1,0.4,0.511743949,0.976512101,0.445248156,0.244030121
S2,1,100,0.6,0.2,0.4,0.023487899,0.976512101,-0.715570193,0.259338022
S2,1,100,0.6,0.3,0.4,0.023487899,0.976512101,-0.715570193,0.238899219
S2,1,100,0.6,0.4,0.4,0.023487899,0.976512101,-0.715570193,0.211647482
S2,1,100,0.6,0.5,0.4,0.023487899,0.976512101,-0.715570193,0.173495049
S2,1,100,0.6,0.6,0.4,0.511743949,0.976512101,0.542916163,0.042447417
S2,1,100,0.6,0.7,0.4,0.511743949,0.976512101,0.474754742,0.143564473
S2,1,100,0.6,0.8,0.4,0.511743949,0.976512101,0.474754742,0.181388751
S2,1,100,0.6,0.9,0.4,0.511743949,0.976512101,0.474754742,0.210807634
S2,1,100,0.6,1,0.4,0.511743949,0.976512101,0.474754742,0.23434274
S2,1,10,0.8,0.2,0.2,0.023487899,0.976512101,-0.689390135,0.157959119
S2,1,10,0.8,0.3,0.2,0.023487899,0.976512101,-0.689390135,0.143637019
S2,1,10,0.8,0.4,0.2,0.023487899,0.976512101,-0.689390135,0.124540886
S2,1,10,0.8,0.5,0.2,0.023487899,0.976512101,-0.689390135,0.0978063
