Scene,Folder,p,q,Jaccard,Precision,Recall,argminC,avgConf,,,,,,,,,,,,,,,,,,,,,,,
S5,2_5,"[0.6, 0.8]","[0, 1]",1,0.723232947,0.723232947,0.173579845,0.768725279,,,,,,,,,,,,,,,,,,,,,,,
S5,2_6,"[0.6, 0.8]","[0, 1]",1,0.417745782,0.417745782,0.283002036,0.731477119,,,,,,,,,,,,,,,,,,,,,,,
S5,2_7,"[0.6, 0.8]","[0, 1]",1,0.374699136,0.374699136,0.23386462,0.789182376,,,,,,,,,,,,,,,,,,,,,,,
S5,4_5,"[0.6, 0.8]","[0, 1]",1,0.581324916,0.581324916,0.438209862,0.618146852,,,,,,,,,,,,,,,,,,,,,,,
S5,4_6,"[0.6, 0.8]","[0, 1]",1,0.557907457,0.557907457,0.328703449,0.663462149,,,,,,,,,,,,,,,,,,,,,,,
S5,4_7,"[0.6, 0.8]","[0, 1]",1,0.618778823,0.618778823,0.407583088,0.679804437,,,,,,,,,,,,,,,,,,,,,,,
S5,5_6,"[0.6, 0.8]","[0, 1]",1,0.816551151,0.816551151,0.207974707,0.834774039,,,,,,,,,,,,,,,,,,,,,,,
S5,5_7,"[0.6, 0.8]","[0, 1]",1,0.867159506,0.867159506,0.175768847,0.731451639,,,,,,,,,,,,,,,,,,,,,,,
S5,6_7,"[0.6, 0.8]","[0, 1]",1,0.514677342,0.514677342,0.317350641,0.603939025,,,,,,,,,,,,,,,,,,,,,,,
SamNum,10,min_support,0.3,gamma,0.8,avg_Recall,0.560483695,,,,,,,,,,,,,,,,,,,,,,,,
S5,1_2,"[0.6, 0.8]","[0, 1]",1,0.446267175,0.446267175,0,0.627243586,,,,,,,,,,,,,,,,,,,,,,,
S5,1_4,"[0.6, 0.8]","[0, 1]",1,0.414636281,0.414636281,0.482987056,0.517735201,,,,,,,,,,,,,,,,,,,,,,,
S5,1_5,"[0.6, 0.8]","[0, 1]",1,0.814357137,0.814357137,0.553585224,0.826852646,,,,,,,,,,,,,,,,,,,,,,,
S5,1_6,"[0.6, 0.8]","[0, 1]",1,0.458194045,0.458194045,0.162552594,0.593432942,,,,,,,,,,,,,,,,,,,,,,,
S5,1_7,"[0.6, 0.8]","[0, 1]",1,0.716765129,0.716765129,0.232464881,0.704056191,,,,,,,,,,,,,,,,,,,,,,,
S5,2_4,"[0.6, 0.8]","[0, 1]",1,0.610217763,0.610217763,0.071172077,0.620103659,,,,,,,,,,,,,,,,,,,,,,,
S5,2_5,"[0.6, 0.8]","[0, 1]",1,0.794059265,0.794059265,0.175808567,0.631867565,,,,,,,,,,,,,,,,,,,,,,,
S5,2_6,"[0.6, 0.8]","[0, 1]",1,0.453846285,0.453846285,0.439901489,0.59002836,,,,,,,,,,,,,,,,,,,,,,,
S5,2_7,"[0.6, 0.8]","[0, 1]",1,0.605717725,0.605717725,0.310804573,0.596413536,,,,,,,,,,,,,,,,,,,,,,,
S5,4_5,"[0.6, 0.8]","[0, 1]",1,0.703259432,0.703259432,0.205927749,0.8275,,,,,,,,,,,,,,,,,,,,,,,
S5,4_6,"[0.6, 0.8]","[0, 1]",1,0.403686304,0.403686304,0.280211253,0.759232181,,,,,,,,,,,,,,,,,,,,,,,
S5,4_7,"[0.6, 0.8]","[0, 1]",1,0.563913409,0.563913409,0.25270631,0.672059002,,,,,,,,,,,,,,,,,,,,,,,
S5,5_6,"[0.6, 0.8]","[0, 1]",1,0.733765401,0.733765401,0.260847063,0.595777001,,,,,,,,,,,,,,,,,,,,,,,
S5,5_7,"[0.6, 0.8]","[0, 1]",1,0.838805457,0.838805457,0.38274731,0.714071526,,,,,,,,,,,,,,,,,,,,,,,
S5,6_7,"[0.6, 0.8]","[0, 1]",1,0.572570858,0.572570858,0.155038406,0.715142899,,,,,,,,,,,,,,,,,,,,,,,
SamNum,20,min_support,0.3,gamma,0.8,avg_Recall,0.608670778,,,,,,,,,,,,,,,,,,,,,,,,
S5,1_2,"[0.6, 0.8]","[0, 1]",1,0.672018937,0.672018937,0,0.558903252,,,,,,,,,,,,,,,,,,,,,,,
S5,1_4,"[0.6, 0.8]","[0, 1]",1,0.585152869,0.585152869,0.314333201,0.647798624,,,,,,,,,,,,,,,,,,,,,,,
S5,1_5,"[0.6, 0.8]","[0, 1]",1,1,0.5,-0.919290371,0.593258726,,,,,,,,,,,,,,,,,,,,,,,
S5,1_6,"[0.6, 0.8]","[0, 1]",1,0.619575183,0.619575183,0.44701212,0.660128067,,,,,,,,,,,,,,,,,,,,,,,
S5,1_7,"[0.6, 0.8]","[0, 1]",1,0.641829488,0.641829488,0.091229475,0.676101108,,,,,,,,,,,,,,,,,,,,,,,
S5,2_4,"[0.6, 0.8]","[0, 1]",1,0.25481624,0.25481624,0.009856265,0.580786752,,,,,,,,,,,,,,,,,,,,,,,
S5,2_5,"[0.6, 0.8]","[0, 1]",1,0.640396371,0.640396371,0.163405097,0.671175656,,,,,,,,,,,,,,,,,,,,,,,
S5,2_6,"[0.6, 0.8]","[0, 1]",1,0.494716931,0.494716931,0.435953312,0.654215477,,,,,,,,,,,,,,,,,,,,,,,
S5,2_7,"[0.6, 0.8]","[0, 1]",1,0.632864722,0.632864722,0.462578697,0.733768543,,,,,,,,,,,,,,,,,,,,,,,
S5,4_5,"[0.6, 0.8]","[0, 1]",1,0.683111296,0.683111296,0.400555604,0.717393159,,,,,,,,,,,,,,,,,,,,,,,
S5,4_6,"[0.6, 0.8]","[0, 1]",1,0.303223683,0.303223683,0.434260567,0.562127947,,,,,,,,,,,,,,,,,,,,,,,
S5,4_7,"[0.6, 0.8]","[0, 1]",1,0.511436935,0.511436935,0.461146932,0.511613284,,,,,,,,,,,,,,,,,,,,,,,
S5,5_6,"[0.6, 0.8]","[0, 1]",1,0.690855338,0.690855338,0.338334831,0.632848879,,,,,,,,,,,,,,,,,,,,,,,
S5,5_7,"[0.6, 0.8]","[0, 1]",1,0.838805457,0.838805457,0.302595069,0.760153103,,,,,,,,,,,,,,,,,,,,,,,
S5,6_7,"[0.6, 0.8]","[0, 1]",1,0.614425403,0.614425403,0.257034557,0.711130452,,,,,,,,,,,,,,,,,,,,,,,
SamNum,30,min_support,0.3,gamma,0.8,avg_Recall,0.578881923,,,,,,,,,,,,,,,,,,,,,,,,
S5,1_2,"[0.6, 0.8]","[0, 1]",1,0.613514718,0.613514718,0,0.572012172,,,,,,,,,,,,,,,,,,,,,,,
S5,1_4,"[0.6, 0.8]","[0, 1]",1,0.489571922,0.489571922,0.3195538,0.577617877,,,,,,,,,,,,,,,,,,,,,,,
S5,1_5,"[0.6, 0.8]","[0, 1]",1,1,0.5,-0.894562,0.559147806,,,,,,,,,,,,,,,,,,,,,,,
S5,1_6,"[0.6, 0.8]","[0, 1]",0.975,0.583877339,0.583877339,0.290443751,0.59040914,,,,,,,,,,,,,,,,,,,,,,,
S5,1_7,"[0.6, 0.8]","[0, 1]",1,0.716765129,0.716765129,0.109066015,0.683366636,,,,,,,,,,,,,,,,,,,,,,,
S5,2_4,"[0.6, 0.8]","[0, 1]",1,0.404277028,0.404277028,0.049300874,0.572443228,,,,,,,,,,,,,,,,,,,,,,,
S5,2_5,"[0.6, 0.8]","[0, 1]",1,0.713416317,0.713416317,0.110372654,0.685686211,,,,,,,,,,,,,,,,,,,,,,,
S5,2_6,"[0.6, 0.8]","[0, 1]",0.95,0.473051201,0.473051201,0.459208252,0.716152532,,,,,,,,,,,,,,,,,,,,,,,
S5,2_7,"[0.6, 0.8]","[0, 1]",1,0.493177597,0.493177597,0.467943596,0.77229911,,,,,,,,,,,,,,,,,,,,,,,
S5,4_5,"[0.6, 0.8]","[0, 1]",1,0.688224489,0.688224489,0.373039559,0.562571265,,,,,,,,,,,,,,,,,,,,,,,
S5,4_6,"[0.6, 0.8]","[0, 1]",1,0.297938037,0.297938037,0.394385681,0.636084226,,,,,,,,,,,,,,,,,,,,,,,
S5,4_7,"[0.6, 0.8]","[0, 1]",1,0.555077199,0.555077199,0.295261221,0.476122102,,,,,,,,,,,,,,,,,,,,,,,
S5,5_6,"[0.6, 0.8]","[0, 1]",0.975,0.705917667,0.705917667,0.280956375,0.726786373,,,,,,,,,,,,,,,,,,,,,,,
S5,5_7,"[0.6, 0.8]","[0, 1]",1,0.838805457,0.838805457,0.261485919,0.816300613,,,,,,,,,,,,,,,,,,,,,,,
S5,6_7,"[0.6, 0.8]","[0, 1]",1,0.557298585,0.557298585,0.299036612,0.583137703,,,,,,,,,,,,,,,,,,,,,,,
SamNum,40,min_support,0.3,gamma,0.8,avg_Recall,0.575394179,,,,,,,,,,,,,,,,,,,,,,,,
S5,1_2,"[0.6, 0.8]","[0, 1]",1,0.538579078,0.538579078,0.028934628,0.539684026,,,,,,,,,,,,,,,,,,,,,,,
S5,1_4,"[0.6, 0.8]","[0, 1]",1,0.585152869,0.585152869,0.291860455,0.654431489,,,,,,,,,,,,,,,,,,,,,,,
S5,1_5,"[0.6, 0.8]","[0, 1]",1,1,0.5,-0.869141832,0.575278703,,,,,,,,,,,,,,,,,,,,,,,
S5,1_6,"[0.6, 0.8]","[0, 1]",0.94,0.488349453,0.488349453,0.303452772,0.609306996,,,,,,,,,,,,,,,,,,,,,,,
S5,1_7,"[0.6, 0.8]","[0, 1]",1,0.626557216,0.626557216,0.091499704,0.603125415,,,,,,,,,,,,,,,,,,,,,,,
S5,2_4,"[0.6, 0.8]","[0, 1]",1,0.340937473,0.340937473,0.113362096,0.529818268,,,,,,,,,,,,,,,,,,,,,,,
S5,2_5,"[0.6, 0.8]","[0, 1]",1,0.535893679,0.535893679,0.117560515,0.724314315,,,,,,,,,,,,,,,,,,,,,,,
S5,2_6,"[0.6, 0.8]","[0, 1]",0.96,0.463006781,0.463006781,0.488384526,0.745978484,,,,,,,,,,,,,,,,,,,,,,,
S5,2_7,"[0.6, 0.8]","[0, 1]",1,0.538398337,0.538398337,0.326182464,0.703927884,,,,,,,,,,,,,,,,,,,,,,,
S5,4_5,"[0.6, 0.8]","[0, 1]",1,0.61161225,0.61161225,0.447212987,0.689563778,,,,,,,,,,,,,,,,,,,,,,,
S5,4_6,"[0.6, 0.8]","[0, 1]",1,0.282875708,0.282875708,0.461078316,0.667337627,,,,,,,,,,,,,,,,,,,,,,,
S5,4_7,"[0.6, 0.8]","[0, 1]",1,0.684646788,0.684646788,0.248928328,0.498498316,,,,,,,,,,,,,,,,,,,,,,,
S5,5_6,"[0.6, 0.8]","[0, 1]",1,0.712830966,0.712830966,0.364532855,0.618385795,,,,,,,,,,,,,,,,,,,,,,,
S5,5_7,"[0.6, 0.8]","[0, 1]",1,0.838805457,0.838805457,0.426571388,0.709795378,,,,,,,,,,,,,,,,,,,,,,,
S5,6_7,"[0.6, 0.8]","[0, 1]",1,0.566911567,0.566911567,0.311813339,0.646725044,,,,,,,,,,,,,,,,,,,,,,,
SamNum,50,min_support,0.3,gamma,0.8,avg_Recall,0.554303841,,,,,,,,,,,,,,,,,,,,,,,,
S5,1_2,"[0.6, 0.8]","[0, 1]",1,0.672018937,0.672018937,0.031616895,0.586363192,,,,,,,,,,,,,,,,,,,,,,,
S5,1_4,"[0.6, 0.8]","[0, 1]",1,0.585152869,0.585152869,0.241761952,0.656477528,,,,,,,,,,,,,,,,,,,,,,,
S5,1_5,"[0.6, 0.8]","[0, 1]",1,0.720353283,0.360176641,-0.897131428,0.591061055,,,,,,,,,,,,,,,,,,,,,,,
S5,1_6,"[0.6, 0.8]","[0, 1]",0.983333333,0.508941699,0.508941699,0.354543781,0.566962437,,,,,,,,,,,,,,,,,,,,,,,
S5,1_7,"[0.6, 0.8]","[0, 1]",1,0.716765129,0.716765129,0.101859722,0.659830217,,,,,,,,,,,,,,,,,,,,,,,
S5,2_4,"[0.6, 0.8]","[0, 1]",1,0.349976596,0.349976596,0.029835832,0.517137948,,,,,,,,,,,,,,,,,,,,,,,
S5,2_5,"[0.6, 0.8]","[0, 1]",1,0.794059265,0.794059265,0.18260819,0.628089208,,,,,,,,,,,,,,,,,,,,,,,
S5,2_6,"[0.6, 0.8]","[0, 1]",1,0.494716931,0.494716931,0.434210204,0.62256583,,,,,,,,,,,,,,,,,,,,,,,
S5,2_7,"[0.6, 0.8]","[0, 1]",1,0.632864722,0.632864722,0.469471043,0.666683821,,,,,,,,,,,,,,,,,,,,,,,
S5,4_5,"[0.6, 0.8]","[0, 1]",1,0.61161225,0.61161225,0.440613152,0.61202948,,,,,,,,,,,,,,,,,,,,,,,
S5,4_6,"[0.6, 0.8]","[0, 1]",1,0.35206915,0.35206915,0.435137803,0.53577214,,,,,,,,,,,,,,,,,,,,,,,
S5,4_7,"[0.6, 0.8]","[0, 1]",1,0.638419304,0.638419304,0.281172647,0.616930557,,,,,,,,,,,,,,,,,,,,,,,
S5,5_6,"[0.6, 0.8]","[0, 1]",1,0.72810611,0.72810611,0.343511677,0.584277155,,,,,,,,,,,,,,,,,,,,,,,
S5,5_7,"[0.6, 0.8]","[0, 1]",1,0.838805457,0.838805457,0.28251617,0.691631875,,,,,,,,,,,,,,,,,,,,,,,
S5,6_7,"[0.6, 0.8]","[0, 1]",0.983333333,0.557160617,0.557160617,0.16084265,0.682510032,,,,,,,,,,,,,,,,,,,,,,,
SamNum,60,min_support,0.3,gamma,0.8,avg_Recall,0.589389712,,,,,,,,,,,,,,,,,,,,,,,,
S5,1_2,"[0.6, 0.8]","[0, 1]",1,0.664953677,0.664953677,0,0.713830462,,,,,,,,,,,,,,,,,,,,,,,
S5,1_4,"[0.6, 0.8]","[0, 1]",1,0.489571922,0.489571922,0.324361872,0.560183998,,,,,,,,,,,,,,,,,,,,,,,
S5,1_5,"[0.6, 0.8]","[0, 1]",1,0.720353283,0.360176641,-0.882087103,0.565033912,,,,,,,,,,,,,,,,,,,,,,,
S5,1_6,"[0.6, 0.8]","[0, 1]",0.971428571,0.583877339,0.583877339,0.297824667,0.591401185,,,,,,,,,,,,,,,,,,,,,,,
S5,1_7,"[0.6, 0.8]","[0, 1]",1,0.701492857,0.701492857,0.089456172,0.595192186,,,,,,,,,,,,,,,,,,,,,,,
S5,2_4,"[0.6, 0.8]","[0, 1]",1,0.435403858,0.435403858,0.043355914,0.514517178,,,,,,,,,,,,,,,,,,,,,,,
S5,2_5,"[0.6, 0.8]","[0, 1]",1,0.794059265,0.794059265,0.15217275,0.646477092,,,,,,,,,,,,,,,,,,,,,,,
S5,2_6,"[0.6, 0.8]","[0, 1]",0.971428571,0.490644052,0.490644052,0.493748203,0.752652334,,,,,,,,,,,,,,,,,,,,,,,
S5,2_7,"[0.6, 0.8]","[0, 1]",1,0.572570858,0.572570858,0.472119526,0.66667296,,,,,,,,,,,,,,,,,,,,,,,
S5,4_5,"[0.6, 0.8]","[0, 1]",1,0.643491572,0.643491572,0.414390682,0.613630664,,,,,,,,,,,,,,,,,,,,,,,
S5,4_6,"[0.6, 0.8]","[0, 1]",1,0.331134715,0.331134715,0.43211724,0.548795126,,,,,,,,,,,,,,,,,,,,,,,
S5,4_7,"[0.6, 0.8]","[0, 1]",1,0.485803007,0.485803007,0.334050798,0.547930011,,,,,,,,,,,,,,,,,,,,,,,
S5,5_6,"[0.6, 0.8]","[0, 1]",1,0.712830966,0.712830966,0.374053139,0.586817179,,,,,,,,,,,,,,,,,,,,,,,
S5,5_7,"[0.6, 0.8]","[0, 1]",1,0.838805457,0.838805457,0.364808832,0.691288254,,,,,,,,,,,,,,,,,,,,,,,
S5,6_7,"[0.6, 0.8]","[0, 1]",1,0.551639295,0.551639295,0.281368716,0.597766845,,,,,,,,,,,,,,,,,,,,,,,
SamNum,70,min_support,0.3,gamma,0.8,avg_Recall,0.577097032,,,Data Type,10,20,30,40,50,60,70,30,30,40,40,40,50,50,50,60,60,60,70,70,70
S5,1_2,"[0.2, 0.4]","[0, 1]",1,0.225747971,0.225747971,0.004447431,0.483752974,,Precision,0.225747971,0.29310859,0.303694243,0.225991618,0.210103598,0.191982366,0.288630101,,,,,,,,,,,,,,
S5,1_4,"[0.2, 0.4]","[0, 1]",1,0.290859325,0.290859325,0.58363049,0.528824107,,Precision,0.290859325,0.316824975,0.250552898,0.298130553,0.189711141,0.236513518,0.227619744,,,,,,,,,,,,,,
S5,1_5,"[0.2, 0.4]","[0, 1]",1,0.202244482,0.202244482,0.55859807,0.453307478,,Precision,0.202244482,0.208034184,0.409976242,0.309625918,0.319263763,0.249407405,0.344882847,,,,,,,,,,,,,,
S5,1_6,"[0.2, 0.4]","[0, 1]",1,0.24288492,0.24288492,0.357538726,0.402785431,,Precision,0.24288492,0.258331041,0.307038792,0.274563389,0.182142938,0.266406594,0.26905141,,,,,,,,,,,,,,
S5,1_7,"[0.2, 0.4]","[0, 1]",0.9,0.375259015,0.375259015,0.717519558,0.528747347,,Precision,0.375259015,0.381666044,0.319688129,0.461630422,0.422222108,0.402289705,0.396264584,,,,,,,,,,,,,,
S5,2_4,"[0.2, 0.4]","[0, 1]",1,0.196075223,0.196075223,0.530608806,0.361083964,,Precision,0.196075223,0.186367583,0.141884678,0.185419617,0.19546772,0.177982593,0.1257697,,,,,,,,,,,,,,
S5,2_5,"[0.2, 0.4]","[0, 1]",1,0.318973161,0.318973161,0.511294257,0.35552571,,Precision,0.318973161,0.304283212,0.348184194,0.240797996,0.258766099,0.26762281,0.355685111,,,,,,,,,,,,,,
S5,2_6,"[0.2, 0.4]","[0, 1]",1,0.119019035,0.178528552,0.566804268,0.526953111,,Precision,0.119019035,0.148283864,0.215805358,0.132451823,0.23503056,0.191731645,0.278749152,,,,,,,,,,,,,,
S5,2_7,"[0.2, 0.4]","[0, 1]",1,0.46059152,0.46059152,0.411360546,0.411486421,,Precision,0.46059152,0.338020421,0.355861866,0.266144284,0.281554318,0.249314919,0.295346226,,,,,,,,,,,,,,
S5,4_5,"[0.2, 0.4]","[0, 1]",1,0.298130553,0.298130553,0.532345074,0.367132111,,Precision,0.298130553,0.292581072,0.302171073,0.260440493,0.338097124,0.21995022,0.246234422,,,,,,,,,,,,,,
S5,4_6,"[0.2, 0.4]","[0, 1]",0.9,0.190063215,0.190063215,0.584254728,0.307925468,,Precision,0.190063215,0.133231063,0.153003939,0.139874141,0.205826765,0.139874141,0.193105267,,,,,,,,,,,,,,
S5,4_7,"[0.2, 0.4]","[0, 1]",1,0.24847276,0.24847276,0.55561637,0.471301768,,Precision,0.24847276,0.240907222,0.184880582,0.261717202,0.278053136,0.291540374,0.281390968,,,,,,,,,,,,,,
S5,5_6,"[0.2, 0.4]","[0, 1]",1,0.233949973,0.233949973,0.261025905,0.364679177,,Precision,0.233949973,0.236387619,0.341188018,0.233415354,0.34259627,0.23812105,0.23812105,,,,,,,,,,,,,,
S5,5_7,"[0.2, 0.4]","[0, 1]",1,0.343908349,0.515862524,0.369189188,0.516575153,,Precision,0.343908349,0.395872882,0.402504979,0.40399904,0.40476713,0.390564472,0.366503133,,,,,,,,,,,,,,
S5,6_7,"[0.2, 0.4]","[0, 1]",1,0.25746146,0.25746146,0.576973856,0.294843558,,Precision,0.25746146,0.249643561,0.303821904,0.208509096,0.331500981,0.225842217,0.295597791,,,,,,,,,,,,,,
SamNum,10,min_support,0.3,gamma,0.8,avg_Recall,0.28234031,,,Recall,0.225747971,0.29310859,0.303694243,0.338987428,0.315155397,0.28797355,0.288630101,,,,,,,,,,,,,,
S5,1_2,"[0.2, 0.4]","[0, 1]",0.95,0.29310859,0.29310859,0.643358664,0.290494536,,Recall,0.290859325,0.316824975,0.375829347,0.298130553,0.284566711,0.354770277,0.227619744,,,,,,,,,,,,,,
S5,1_4,"[0.2, 0.4]","[0, 1]",0.95,0.316824975,0.316824975,0.649143668,0.537491933,,Recall,0.202244482,0.208034184,0.409976242,0.464438877,0.478895644,0.374111108,0.344882847,,,,,,,,,,,,,,
S5,1_5,"[0.2, 0.4]","[0, 1]",1,0.208034184,0.208034184,0.699306536,0.394085612,,Recall,0.24288492,0.258331041,0.307038792,0.274563389,0.273214407,0.266406594,0.26905141,,,,,,,,,,,,,,
S5,1_6,"[0.2, 0.4]","[0, 1]",1,0.258331041,0.258331041,0.476600792,0.423585373,,Recall,0.375259015,0.572499066,0.479532194,0.461630422,0.422222108,0.402289705,0.396264584,,,,,,,,,,,,,,
S5,1_7,"[0.2, 0.4]","[0, 1]",0.95,0.381666044,0.572499066,0.657200733,0.468124052,,Recall,0.196075223,0.186367583,0.212827017,0.185419617,0.19546772,0.177982593,0.18865455,,,,,,,,,,,,,,
S5,2_4,"[0.2, 0.4]","[0, 1]",1,0.186367583,0.186367583,0.66645151,0.446199765,,Recall,0.318973161,0.304283212,0.348184194,0.361196994,0.258766099,0.401434214,0.355685111,,,,,,,,,,,,,,
S5,2_5,"[0.2, 0.4]","[0, 1]",0.95,0.304283212,0.304283212,0.660731516,0.402386324,,Recall,0.178528552,0.222425795,0.215805358,0.198677735,0.23503056,0.191731645,0.278749152,,,,,,,,,,,,,,
S5,2_6,"[0.2, 0.4]","[0, 1]",1,0.148283864,0.222425795,0.578424872,0.583464621,,Recall,0.46059152,0.338020421,0.355861866,0.399216426,0.281554318,0.373972378,0.295346226,,,,,,,,,,,,,,
S5,2_7,"[0.2, 0.4]","[0, 1]",0.95,0.338020421,0.338020421,0.457725013,0.411330656,,Recall,0.298130553,0.292581072,0.302171073,0.260440493,0.338097124,0.329925331,0.369351633,,,,,,,,,,,,,,
S5,4_5,"[0.2, 0.4]","[0, 1]",0.9,0.292581072,0.292581072,0.685004214,0.371032454,,Recall,0.190063215,0.133231063,0.153003939,0.209811211,0.205826765,0.209811211,0.193105267,,,,,,,,,,,,,,
S5,4_6,"[0.2, 0.4]","[0, 1]",0.95,0.133231063,0.133231063,0.455750492,0.309763839,,Recall,0.24847276,0.240907222,0.277320873,0.261717202,0.278053136,0.291540374,0.281390968,,,,,,,,,,,,,,
S5,4_7,"[0.2, 0.4]","[0, 1]",1,0.240907222,0.240907222,0.367141298,0.276342182,,Recall,0.233949973,0.236387619,0.341188018,0.350123031,0.34259627,0.357181576,0.357181576,,,,,,,,,,,,,,
S5,5_6,"[0.2, 0.4]","[0, 1]",0.95,0.236387619,0.236387619,0.548801192,0.35230586,,Recall,0.515862524,0.395872882,0.402504979,0.40399904,0.40476713,0.390564472,0.549754699,,,,,,,,,,,,,,
S5,5_7,"[0.2, 0.4]","[0, 1]",1,0.395872882,0.395872882,0.162330401,0.402925272,,Recall,0.25746146,0.249643561,0.303821904,0.312763644,0.331500981,0.338763326,0.295597791,,,,,,,,,,,,,,
S5,6_7,"[0.2, 0.4]","[0, 1]",1,0.249643561,0.249643561,0.544140632,0.23905593,,CC,0.004447431,0.643358664,0.476286799,0.66268349,0.73414553,0.60860565,0.626932796,,,,,,,,,,,,,,
SamNum,20,min_support,0.3,gamma,0.8,avg_Recall,0.283234552,,,CC,0.58363049,0.649143668,0.767475247,0.620038026,0.756840016,0.745344662,0.614932305,,,,,,,,,,,,,,
S5,1_2,"[0.2, 0.4]","[0, 1]",0.966666667,0.303694243,0.303694243,0.476286799,0.278246827,,CC,0.55859807,0.699306536,0.611747773,0.630630111,0.756436453,0.755291378,0.768019133,,,,,,,,,,,,,,
S5,1_4,"[0.2, 0.4]","[0, 1]",0.966666667,0.250552898,0.375829347,0.767475247,0.430940316,,CC,0.357538726,0.476600792,0.573057648,0.620284887,0.551366492,0.347580513,0.538434444,,,,,,,,,,,,,,
S5,1_5,"[0.2, 0.4]","[0, 1]",1,0.409976242,0.409976242,0.611747773,0.498049956,,CC,0.717519558,0.657200733,0.372990185,0.049186899,0.487590685,0.380903686,0.307913379,,,,,,,,,,,,,,
S5,1_6,"[0.2, 0.4]","[0, 1]",1,0.307038792,0.307038792,0.573057648,0.348072136,,CC,0.530608806,0.66645151,0.679277823,0.627499291,0.528004461,0.536315409,0.602230702,,,,,,,,,,,,,,
S5,1_7,"[0.2, 0.4]","[0, 1]",1,0.319688129,0.479532194,0.372990185,0.407468832,,CC,0.511294257,0.660731516,0.551657152,0.60873366,0.636578214,0.770193861,0.510777979,,,,,,,,,,,,,,
S5,2_4,"[0.2, 0.4]","[0, 1]",1,0.141884678,0.212827017,0.679277823,0.371071903,,CC,0.566804268,0.578424872,0.468070764,0.668035708,0.337138574,0.35068601,0.458404958,,,,,,,,,,,,,,
S5,2_5,"[0.2, 0.4]","[0, 1]",1,0.348184194,0.348184194,0.551657152,0.294191911,,CC,0.411360546,0.457725013,0.341552526,0.63088925,0.60410752,0.594306602,0.579642158,,,,,,,,,,,,,,
S5,2_6,"[0.2, 0.4]","[0, 1]",1,0.215805358,0.215805358,0.468070764,0.448698761,,CC,0.532345074,0.685004214,0.674620768,0.590208147,0.700071132,0.705441125,0.714258126,,,,,,,,,,,,,,
S5,2_7,"[0.2, 0.4]","[0, 1]",1,0.355861866,0.355861866,0.341552526,0.272141734,,CC,0.584254728,0.455750492,0.468799427,0.589914976,0.548561066,0.583482522,0.55983372,,,,,,,,,,,,,,
S5,4_5,"[0.2, 0.4]","[0, 1]",1,0.302171073,0.302171073,0.674620768,0.304789181,,CC,0.55561637,0.367141298,0.539813854,0.43529128,0.387121367,0.412960288,0.396747517,,,,,,,,,,,,,,
S5,4_6,"[0.2, 0.4]","[0, 1]",0.966666667,0.153003939,0.153003939,0.468799427,0.385539425,,CC,0.261025905,0.548801192,0.48212108,0.673405838,0.564636525,0.67484529,0.617416921,,,,,,,,,,,,,,
S5,4_7,"[0.2, 0.4]","[0, 1]",1,0.184880582,0.277320873,0.539813854,0.305664058,,CC,0.369189188,0.162330401,0.357733056,0.592952053,0.605988609,0.526346314,0.624790027,,,,,,,,,,,,,,
S5,5_6,"[0.2, 0.4]","[0, 1]",1,0.341188018,0.341188018,0.48212108,0.335219807,,CC,0.576973856,0.544140632,0.349770205,0.618586938,0.516152709,0.570619883,0.512823827,,,,,,,,,,,,,,
S5,5_7,"[0.2, 0.4]","[0, 1]",1,0.402504979,0.402504979,0.357733056,0.331752109,,,,,,,,,,,,,,,,,,,,,,,
S5,6_7,"[0.2, 0.4]","[0, 1]",1,0.303821904,0.303821904,0.349770205,0.314434815,,,,,,,,,,,,,,,,,,,,,,,
SamNum,30,min_support,0.3,gamma,0.8,avg_Recall,0.319250669,,,Data Type,10,20,30,40,50,60,70,,,,,,,,,,,,,,
S5,1_2,"[0.2, 0.4]","[0, 1]",0.975,0.223662935,0.335494402,0.735142889,0.255415786,1,Precision,0.225747971,0.29310859,0.303694243,0.225991618,0.210103598,0.191982366,0.288630101,,,,,,,,,,,,,,
S5,1_4,"[0.2, 0.4]","[0, 1]",0.975,0.162979211,0.244468816,0.725225158,0.434477817,,Recall,0.225747971,0.29310859,0.303694243,0.338987428,0.315155397,0.28797355,0.288630101,,,,,,,,,,,,,,
S5,1_5,"[0.2, 0.4]","[0, 1]",1,0.16065406,0.08032703,-0.806221857,0.273047632,,CC,0.004447431,0.643358664,0.476286799,0.66268349,0.73414553,0.60860565,0.626932796,,,,,,,,,,,,,,
S5,1_6,"[0.2, 0.4]","[0, 1]",1,0.230615809,0.230615809,0.534840488,0.318248129,2,Precision,0.343908349,0.395872882,0.402504979,0.40399904,0.40476713,0.390564472,0.366503133,,,,,,,,,,,,,,
S5,1_7,"[0.2, 0.4]","[0, 1]",1,0.373289554,0.373289554,0.333115766,0.247462588,,Recall,0.515862524,0.395872882,0.402504979,0.40399904,0.40476713,0.390564472,0.549754699,,,,,,,,,,,,,,
S5,2_4,"[0.2, 0.4]","[0, 1]",0.95,0.202469808,0.202469808,0.392701342,0.286375947,,CC,0.369189188,0.162330401,0.357733056,0.592952053,0.605988609,0.526346314,0.624790027,,,,,,,,,,,,,,
S5,2_5,"[0.2, 0.4]","[0, 1]",0.95,0.207413602,0.311120403,0.772966861,0.212495907,,,,,,,,,,,,,,,,,,,,,,,
