mu,10,gamma,0.7,min_support,0.3,,,
Scene,Sindex,Num,Noise_Rate,Jaccard,LIP,MLMSSM,best_argminC,best_avgConf
jac,LIP,MLMSSM,avgConf,cc,,,,
0.68852459,0.333333333,1,0.037501739,0.66138551,,,,
0.823529412,0.407143819,0.592856181,0.122325953,0.554003212,,,,
0.786885246,0.576802922,0.634795617,0.052026584,0.64909535,,,,
0.677419355,0.42938461,0.855923085,0.0296575,0.669333557,,,,
0.677419355,0.333333333,1,0.032471256,0.667212756,,,,
0.677419355,0.412447311,0.881329033,0.032267054,0.666435197,,,,
0.68852459,0.412447311,0.881329033,0.047376998,0.650881084,,,,
0.823529412,0.407143819,0.592856181,0.159371426,0.50978921,,,,
0.677419355,0.470549108,0.794176338,0.003258708,0.696562308,,,,
0.677419355,0.333333333,1,0.030260391,0.668651317,,,,
0.823529412,0.407143819,0.592856181,0.166737649,0.500997577,,,,
0.823529412,0.407143819,0.592856181,0.120053469,0.556715436,,,,
0.823529412,0.407143819,0.592856181,0.109776576,0.568447987,,,,
0.68852459,0.382567855,0.926148218,0.005669803,0.694155835,,,,
0.68852459,0.333333333,1,0.038668289,0.661123861,,,,
0.823529412,0.407143819,0.592856181,0.113993128,0.563948491,,,,
0.786885246,0.477780988,0.783328518,0.048287992,0.652479846,,,,
0.823529412,0.407143819,0.592856181,0.11807012,0.559082576,,,,
0.68852459,0.502548752,0.746176872,0.002939635,0.696928404,,,,
0.68852459,0.333333333,1,0.032474774,0.666869133,,,,
0.823529412,0.407143819,0.592856181,0.117344132,0.559949047,,,,
0.786885246,0.546026652,0.680960022,0.04813831,0.652504825,,,,
0.823529412,0.407143819,0.592856181,0.115732035,0.561873095,,,,
0.68852459,0.470549108,0.794176338,0.003916043,0.695879155,,,,
0.68852459,0.333333333,1,0.035188594,0.663850046,,,,
0.807692308,0.409315557,0.590684443,0.009767823,0.687712477,,,,
0.75,0.585904033,0.621143951,0.018863474,0.68057139,,,,
0.79245283,0.432565874,0.567434126,0.158232446,0.571431524,,,,
0.68852459,0.365763633,0.951354551,0.002175676,0.697813424,,,,
0.68852459,0.336268481,0.995597279,0.040209982,0.660088824,,,,
0.68852459,0.399090272,0.901364591,0.001664911,0.698273246,,,,
0.786885246,0.399090272,0.901364591,0.054439881,0.646476598,,,,
0.68852459,0.432319758,0.851520364,0.038149906,0.660650603,,,,
0.68852459,0.336268481,0.995597279,0.036451255,0.662800553,,,,
0.68852459,0.336268481,0.995597279,0.032363003,0.667396378,,,,
0.68852459,0.415382459,0.876926312,0.042354689,0.655818212,,,,
0.786885246,0.415382459,0.876926312,0.108421247,0.592703422,,,,
0.763636364,0.272471396,0.363764302,0.088495219,-0.732544893,,,,
0.763636364,0.272471396,0.363764302,0.12245022,-0.745032142,,,,
0.6,0.149076149,0.850923851,0.020079803,0.673686462,,,,
0.763636364,0.272471396,0.363764302,0.037738181,-0.713946023,,,,
0.689655172,0.595992147,0.404007853,0.029104009,0.617627556,,,,
0.68852459,0.384235091,0.923647363,0.043971981,0.654772121,,,,
0.68852459,0.333333333,1,0.04301488,0.655994742,,,,
0.68852459,0.333333333,1,0.038818756,0.661013618,,,,
0.68852459,0.418684115,0.871973828,0.049937683,0.649472628,,,,
0.888888889,0.428163153,0.571836847,0.35938157,0.424737072,,,,
0.68852459,0.432319758,0.851520364,0.03770182,0.661112777,,,,
0.68852459,0.336268481,0.995597279,0.031757149,0.668045839,,,,
0.68852459,0.415382459,0.876926312,0.041843458,0.656351496,,,,
0.786885246,0.415382459,0.876926312,0.107433847,0.59368058,,,,
0.763636364,0.272471396,0.363764302,0.128266672,-0.747400534,,,,
0.763636364,0.272471396,0.363764302,0.174780104,-0.764589422,,,,
0.666666667,0.54260447,0.45739553,0.006668645,0.691554601,,,,
0.623376623,0.695069647,0.45739553,0.002035441,0.696758631,,,,
0.763636364,0.272471396,0.363764302,0.084371248,-0.731028266,,,,
0.763636364,0.272471396,0.363764302,0.102500166,-0.737695335,,,,
0.6,0.149076149,0.850923851,0.021601096,0.671692885,,,,
0.763636364,0.272471396,0.363764302,0.036515821,-0.713429013,,,,
0.689655172,0.623272554,0.376727446,0.032695124,0.617672402,,,,
0.823529412,0.41154654,0.58845346,0.109030871,0.568483995,,,,
0.68852459,0.423922348,0.864116477,0.000957013,0.698988116,,,,
0.68852459,0.336268481,0.995597279,0.033062224,0.665749,,,,
0.823529412,0.41154654,0.58845346,0.114072194,0.562403015,,,,
0.786885246,0.579738069,0.630392896,0.04762061,0.653045463,,,,
0.842105263,0.423137665,0.576862335,0.066801194,0.62121481,,,,
0.736842105,0.423137665,0.576862335,0.058028267,0.627134084,,,,
0.736842105,0.423137665,0.576862335,0.081037976,0.598240862,,,,
0.75,0.34996478,0.32501761,0.041869651,-0.751500486,,,,
0.75,0.34996478,0.32501761,0.04287544,-0.752737626,,,,
0.823529412,0.439134906,0.560865094,0.066650523,0.563049977,,,,
0.823529412,0.439134906,0.560865094,0.065539712,0.565332412,,,,
0.677419355,0.354660725,0.968008912,0.003736495,0.694884258,,,,
0.823529412,0.439134906,0.560865094,0.071624254,0.552830212,,,,
0.823529412,0.41154654,0.58845346,0.107405028,0.570445131,,,,
0.823529412,0.41154654,0.58845346,0.109907169,0.56742698,,,,
0.68852459,0.336268481,0.995597279,0.030771897,0.668200798,,,,
0.823529412,0.41154654,0.58845346,0.111782655,0.565164719,,,,
0.786885246,0.574856996,0.637714506,0.0453926,0.654505522,,,,
0.823529412,0.41154654,0.58845346,0.1017759,0.576770352,,,,
0.68852459,0.385503002,0.921745497,0.001419673,0.698527728,,,,
0.68852459,0.336268481,0.995597279,0.034159611,0.6654584,,,,
0.823529412,0.41154654,0.58845346,0.105556007,0.572675471,,,,
0.786885246,0.480716136,0.778925797,0.043616365,0.656742831,,,,
0.823529412,0.41154654,0.58845346,0.109753689,0.567612112,,,,
0.823529412,0.41154654,0.58845346,0.106230807,0.571861509,,,,
0.68852459,0.336268481,0.995597279,0.02801751,0.671248894,,,,
0.786885246,0.5489618,0.676557301,0.043659009,0.656587859,,,,
0.677419355,0.432319758,0.851520364,0.025215743,0.673766629,,,,
0.677419355,0.336268481,0.995597279,0.030297032,0.668618296,,,,
0.677419355,0.336268481,0.995597279,0.027769912,0.671792066,,,,
0.677419355,0.415382459,0.876926312,0.027929829,0.670767733,,,,
0.68852459,0.415382459,0.876926312,0.043040619,0.655102692,,,,
0.823529412,0.41154654,0.58845346,0.153869295,0.514398668,,,,
0.677419355,0.385503002,0.921745497,0.000107195,0.699888136,,,,
0.677419355,0.336268481,0.995597279,0.028202538,0.671247288,,,,
0.807692308,0.413718278,0.586281722,0.038645212,0.650856189,,,,
0.75,0.34996478,0.32501761,0.000341625,-0.700420205,,,,
0.79245283,0.517142064,0.482857936,0.066885118,0.618659381,,,,
0.79245283,0.517142064,0.482857936,0.074246805,0.609706654,,,,
0.738461538,0.410121046,0.884818431,0.002593876,0.69373272,,,,
0.738461538,0.410121046,0.884818431,0.02835255,0.630610836,,,,
0.79245283,0.46015424,0.53984576,0.08811519,0.600889571,,,,
0.79245283,0.46015424,0.53984576,0.077756505,0.612447455,,,,
0.68852459,0.354660725,0.968008912,0.01138068,0.685105877,,,,
0.736842105,0.496188248,0.503811752,0.012865682,0.682622106,,,,
0.695652174,0.564212993,0.653680511,0.018847993,0.681826276,,,,
0.823529412,0.481615519,0.518384481,0.058806595,0.555695306,,,,
0.823529412,0.481615519,0.518384481,0.054136046,0.567156301,,,,
0.941176471,0.481615519,0.518384481,0.06734558,0.54055188,,,,
0.75,0.34996478,0.32501761,0.029224355,-0.735558577,,,,
0.75,0.34996478,0.32501761,0.016675192,-0.720289451,,,,
0.827586207,0.45008079,0.54991921,0.004603753,0.690075268,,,,
0.75,0.34996478,0.32501761,0.023492722,-0.728896505,,,,
0.75,0.34996478,0.32501761,0.041860219,-0.751488885,,,,
0.763636364,0.272471396,0.363764302,0.257277184,-0.795075951,,,,
0.763636364,0.272471396,0.363764302,0.29726761,-0.809854284,,,,
0.763636364,0.272471396,0.363764302,0.176264834,-0.765138099,,,,
0.763636364,0.272471396,0.363764302,0.222538139,-0.78223825,,,,
0.75,0.34996478,0.32501761,0.009486396,-0.711542521,,,,
0.75,0.34996478,0.32501761,0.02385914,-0.72903048,,,,
0.75,0.34996478,0.32501761,0.001659801,-0.702019554,,,,
0.75,0.34996478,0.32501761,0.010200217,-0.712546465,,,,
0.75,0.34996478,0.32501761,0.037162824,-0.745710997,,,,
0.763636364,0.272471396,0.363764302,0.000436435,-0.70015971,,,,
0.763636364,0.272471396,0.363764302,0.075038599,-0.727459836,,,,
0.666666667,0.471100124,0.528899876,0.003145101,0.696384057,,,,
0.763636364,0.272471396,0.363764302,0.003292241,-0.70121075,,,,
0.68852459,0.42938461,0.855923085,0.043170656,0.655740912,,,,
0.68852459,0.333333333,1,0.04151088,0.657638376,,,,
0.68852459,0.333333333,1,0.037378952,0.662558602,,,,
0.888888889,0.428163153,0.571836847,0.356960603,0.426591375,,,,
0.736842105,0.418837916,0.581162084,0.037194264,0.654525585,,,,
0.736842105,0.418837916,0.581162084,0.035445759,0.65666334,,,,
0.736842105,0.418837916,0.581162084,0.056593212,0.630808061,,,,
0.736842105,0.418837916,0.581162084,0.04376557,0.646299859,,,,
0.786885246,0.584598987,0.623101519,0.006223917,0.693980638,,,,
0.79245283,0.432565874,0.567434126,0.175552808,0.557358224,,,,
0.68852459,0.336268481,0.995597279,0.039391887,0.659456819,,,,
0.68852459,0.598026219,0.602960671,0.002161251,0.697823978,,,,
0.774193548,0.598026219,0.602960671,0.065223027,0.637893372,,,,
0.763636364,0.272471396,0.363764302,0.041938453,-0.715423234,,,,
0.608695652,0.112761184,0.887238816,0.002576712,0.693384529,,,,
0.763636364,0.272471396,0.363764302,0.008493617,-0.703123602,,,,
0.763636364,0.272471396,0.363764302,0.01053118,-0.703891764,,,,
0.64,0.112761184,0.887238816,0.011076749,0.666449661,,,,
0.608695652,0.112761184,0.887238816,0.002893385,0.69267963,,,,
0.763636364,0.272471396,0.363764302,0.000808613,-0.700297374,,,,
0.64,0.112761184,0.887238816,0.013040287,0.658497981,,,,
0.763636364,0.272471396,0.363764302,0.129063086,-0.747464081,,,,
0.763636364,0.272471396,0.363764302,0.19464645,-0.771582939,,,,
0.763636364,0.272471396,0.363764302,0.012405086,-0.704562079,,,,
0.705882353,0.54260447,0.45739553,0.013083828,0.684638679,,,,
0.79245283,0.517142064,0.482857936,0.116204405,0.559091142,,,,
0.79245283,0.517142064,0.482857936,0.107079841,0.570155541,,,,
0.79245283,0.517142064,0.482857936,0.105391362,0.572202982,,,,
0.941176471,0.481615519,0.518384481,0.065042837,0.546003879,,,,
0.786885246,0.471766585,0.792350122,0.00223963,0.694885155,,,,
0.68852459,0.488703884,0.766944174,0.00015097,0.699656307,,,,
0.68852459,0.392652607,0.911021089,0.000224931,0.699495997,,,,
0.79245283,0.517142064,0.482857936,0.071183957,0.613431458,,,,
0.786885246,0.471766585,0.792350122,0.002052068,0.695313508,,,,
0.786885246,0.471766585,0.792350122,0.028926248,0.633189805,,,,
0.75,0.34996478,0.32501761,0.054649801,-0.766494852,,,,
0.75,0.34996478,0.32501761,0.052486924,-0.763863183,,,,
0.75,0.34996478,0.32501761,0.007779608,-0.709465796,,,,
0.75,0.34996478,0.32501761,0.013794645,-0.716967682,,,,
0.666666667,0.556663199,0.443336801,0.026785267,0.609203101,,,,
0.75,0.34996478,0.32501761,0.0398662,-0.748506986,,,,
0.75,0.34996478,0.32501761,0.043529106,-0.752963807,,,,
0.6,0.149076149,0.850923851,0.014056275,0.681098653,,,,
0.75,0.34996478,0.32501761,0.032863704,-0.740422996,,,,
0.8,0.45008079,0.54991921,0.012554108,0.672215139,,,,
0.763636364,0.272471396,0.363764302,0.210727438,-0.777496863,,,,
0.763636364,0.272471396,0.363764302,0.165181418,-0.760746915,,,,
0.763636364,0.272471396,0.363764302,0.165312899,-0.760795268,,,,
0.763636364,0.272471396,0.363764302,0.162905214,-0.760201095,,,,
0.605633803,0.507908827,0.492091173,0.012619581,0.660972634,,,,
0.763636364,0.272471396,0.363764302,0.248358548,-0.791336033,,,,
0.763636364,0.272471396,0.363764302,0.294423128,-0.808276687,,,,
0.763636364,0.272471396,0.363764302,0.193701347,-0.771235368,,,,
0.763636364,0.272471396,0.363764302,0.353772439,-0.830735461,,,,
0.705882353,0.54260447,0.45739553,0.093063256,0.592618589,,,,
0.763636364,0.272471396,0.363764302,0.175447468,-0.764522345,,,,
0.763636364,0.272471396,0.363764302,0.180816351,-0.766496798,,,,
0.763636364,0.272471396,0.363764302,0.008381048,-0.703082204,,,,
0.763636364,0.272471396,0.363764302,0.055990642,-0.720691161,,,,
0.634920635,0.507908827,0.492091173,0.033235748,0.605290815,,,,
0.763636364,0.272471396,0.363764302,0.015802825,-0.70578293,,,,
0.763636364,0.272471396,0.363764302,0.064274878,-0.723520929,,,,
0.666666667,0.471100124,0.528899876,0.010120254,0.688364678,,,,
0.763636364,0.272471396,0.363764302,0.402217469,-0.846446665,,,,
0.763636364,0.272471396,0.363764302,0.019121831,-0.706962225,,,,
S5,1_4,80,0.4,0.888888889,0.428163153,0.571836847,0.423237924,0.361338849
jac,LIP,MLMSSM,avgConf,cc,,,,
0.525423729,0.372910258,0.313544871,0.004914251,-0.73899707,,,,
0.54,0.372910258,0.313544871,0.018243567,-0.744859475,,,,
0.6,0.272471396,0.363764302,0.299429637,-0.816019466,,,,
0.54,0.372910258,0.313544871,0.015812433,-0.738881511,,,,
0.563636364,0.68963251,0.465551236,0.003441788,0.689877326,,,,
0.484848485,0.688887172,0.466669242,0.014835359,0.67935622,,,,
0.542372881,0.566078985,0.433921015,0.151148565,0.590277338,,,,
0.557692308,0.671772087,0.49234187,0.002364871,0.690791411,,,,
0.553571429,0.68963251,0.465551236,0.003275708,0.690081923,,,,
0.5,0.698811849,0.451782226,0.007850143,0.676104151,,,,
0.492307692,0.712762938,0.430855593,0.012349634,0.681771298,,,,
0.525423729,0.372910258,0.313544871,0.002460595,-0.719606394,,,,
0.5,0.698811849,0.451782226,0.004301689,0.686628661,,,,
0.542372881,0.54260447,0.45739553,0.090519553,0.595070035,,,,
S5,1_4,80,0.6,0.542372881,0.566078985,0.433921015,0.590277338,0.151148565
jac,LIP,MLMSSM,avgConf,cc,,,,
0.205128205,0.68591487,0.471127694,0.021799015,0.664415682,,,,
0.228571429,0.566078985,0.433921015,0.184463086,0.44175168,,,,
0.290909091,0.579977578,0.420022422,0.203417262,0.457901842,,,,
0.213333333,0.693949557,0.459075664,0.046901725,0.652369146,,,,
0.246153846,0.709599234,0.43560115,0.076736114,0.644637012,,,,
0.222222222,0.651977044,0.522034433,0.021575133,0.663533037,,,,
0.23880597,0.566078985,0.433921015,0.177702148,0.451216993,,,,
0.205128205,0.578919436,0.421080564,0.151231821,0.463845695,,,,
0.222222222,0.695069647,0.45739553,0.081292274,0.57338492,,,,
0.219178082,0.578919436,0.421080564,0.172252246,0.458846855,,,,
0.222222222,0.695069647,0.45739553,0.080741657,0.574814346,,,,
0.222222222,0.54260447,0.45739553,0.022922777,0.669709955,,,,
S5,1_4,80,0.8,0.228571429,0.566078985,0.433921015,0.44175168,0.184463086
jac,LIP,MLMSSM,avgConf,cc,,,,
1,0.362828485,0.955757272,0.018161876,0.683917467,,,,
1,0.362828485,0.955757272,0.064812733,0.625521482,,,,
1,0.362828485,0.955757272,0.118141152,0.596862994,,,,
1,0.362828485,0.955757272,0.071751341,0.619094124,,,,
1,0.422750725,0.865873912,0.011404841,0.689572302,,,,
0.8,0.134126088,0.865873912,0.107207734,0.493740265,,,,
0.87,0.031352523,0.968647477,0.258374832,0.435826227,,,,
0.81,0.259513168,0.740486832,0.087317573,0.517200616,,,,
1,0.333333333,1,0.050498359,0.663892689,,,,
1,0.504337045,0.743494432,0.008512814,0.692096881,,,,
0.8,0.256505568,0.743494432,0.099728511,0.498499864,,,,
0.8,0.181822621,0.818177379,0.101335445,0.498290344,,,,
0.81,0.365204383,0.634795617,0.079067547,0.525438605,,,,
0.81,0.304479229,0.695520771,0.080988046,0.524132936,,,,
0.81,0.15160653,0.84839347,0.10295706,0.503488373,,,,
1,0.333333333,1,0.108089619,0.605890549,,,,
0.87,0,1,0.359501052,0.437012566,,,,
1,0.434404353,0.84839347,0.056618141,0.63308281,,,,
1,0.504337045,0.743494432,0.058374249,0.627600053,,,,
1,0.422750725,0.865873912,0.059912242,0.627550723,,,,
1,0.454548414,0.818177379,0.058051316,0.628552495,,,,
1,0.354235015,0.968647477,0.086365554,0.602032977,,,,
1,0.504337045,0.743494432,0.108331929,0.59983475,,,,
1,0.418684115,0.871973828,0.094822418,0.591472789,,,,
1,0.576802922,0.634795617,0.046989925,0.640290589,,,,
0.87,0.128026172,0.871973828,0.252758654,0.433235632,,,,
1,0.333333333,1,0.174809196,0.577224311,,,,
0.8,0,1,0.249507915,0.444632892,,,,
1,0.333333333,1,0.117133306,0.599472032,,,,
1,0.422750725,0.865873912,0.110856271,0.599423787,,,,
1,0.354235015,0.968647477,0.145877562,0.573899436,,,,
1,0.422750725,0.865873912,0.066466261,0.621209612,,,,
1,0.454548414,0.818177379,0.108057306,0.600660743,,,,
1,0.375536035,0.936695947,0.040189241,0.664135185,,,,
0.8,0.031352523,0.968647477,0.151052803,0.443157754,,,,
0.8,0.044242728,0.955757272,0.123464204,0.484586176,,,,
1,0.424483979,0.863274032,0.050903094,0.639214711,,,,
0.8,0.063304053,0.936695947,0.144226579,0.442486797,,,,
1,0.418684115,0.871973828,0.147264461,0.569947754,,,,
1,0.504337045,0.743494432,0.064726895,0.621343304,,,,
1,0.454548414,0.818177379,0.064456476,0.622260307,,,,
1,0.454548414,0.818177379,0.008601007,0.692051667,,,,
1,0.354235015,0.968647477,0.093682436,0.595700602,,,,
0.87,0.044242728,0.955757272,0.214818834,0.476946616,,,,
1,0.506342112,0.740486832,0.050125282,0.637931157,,,,
1,0.375536035,0.936695947,0.086001782,0.600000801,,,,
1,0.460552142,0.809171787,0.083065941,0.604347084,,,,
1,0.536319486,0.695520771,0.047186215,0.640517211,,,,
1,0.503700222,0.744449667,0.017017855,0.684733543,,,,
1,0.375536035,0.936695947,0.145199949,0.572102309,,,,
0.87,0.063304053,0.936695947,0.251485555,0.43528064,,,,
S5,1_4,100,0,0.87,0.128026172,0.871973828,0.433235632,0.252758654
jac,LIP,MLMSSM,avgConf,cc,,,,
0.987654321,0.480306475,0.779540288,0.02589238,0.634927797,,,,
0.987654321,0.589162349,0.616256477,0.0179498,0.653229243,,,,
0.930232558,0.455474399,0.816788401,0.004764362,0.688469355,,,,
0.987654321,0.455474399,0.816788401,0.029514911,0.634078447,,,,
0.987654321,0.392652607,0.911021089,0.016802798,0.662153044,,,,
0.987654321,0.345484479,0.654515521,0.06040532,0.574307059,,,,
0.987654321,0.392652607,0.911021089,0.042155483,0.607139619,,,,
0.987654321,0.563656319,0.654515521,0.019620882,0.654219184,,,,
0.987654321,0.529868382,0.705197427,0.026433184,0.635026404,,,,
0.987654321,0.58307947,0.625380795,0.01799374,0.651472057,,,,
0.987654321,0.502674446,0.745988331,0.005948827,0.687061554,,,,
0.987654321,0.502674446,0.745988331,0.030016751,0.633628186,,,,
0.987654321,0.392652607,0.911021089,0.018198377,0.661239164,,,,
0.987654321,0.33578906,0.66421094,0.057930166,0.571293043,,,,
0.987654321,0.392652607,0.911021089,0.043058672,0.607254248,,,,
0.987654321,0.557192707,0.66421094,0.019477429,0.652220075,,,,
0.987654321,0.537100262,0.694349607,0.024887331,0.642839256,,,,
0.987654321,0.636122196,0.545816706,0.012302881,0.670254769,,,,
0.987654321,0.480306475,0.779540288,0.004712065,0.688968229,,,,
0.987654321,0.480306475,0.779540288,0.02737999,0.635003706,,,,
0.987654321,0.392652607,0.911021089,0.01372763,0.668261353,,,,
0.987654321,0.454183294,0.545816706,0.048033131,0.596117057,,,,
0.987654321,0.392652607,0.911021089,0.039095732,0.611841326,,,,
0.987654321,0.636122196,0.545816706,0.012354159,0.670130791,,,,
0.987654321,0.392652607,0.911021089,0.015310713,0.667030089,,,,
0.987654321,0.392652607,0.911021089,0.013118354,0.668467306,,,,
0.909090909,0.392652607,0.911021089,0.000289045,0.699641881,,,,
0.987654321,0.392652607,0.911021089,0.019384915,0.660909816,,,,
0.987654321,0.088978911,0.911021089,0.181856741,0.504951061,,,,
0.987654321,0.088978911,0.911021089,0.106138091,0.505606768,,,,
0.987654321,0.392652607,0.911021089,0.026225695,0.66528285,,,,
0.987654321,0.392652607,0.911021089,0.016715827,0.665734244,,,,
0.987654321,0.441887129,0.837169307,0.005143756,0.688220993,,,,
0.930232558,0.480306475,0.779540288,0.004002773,0.689156587,,,,
0.987654321,0.133221639,0.866778361,0.100777399,0.539920278,,,,
0.987654321,0.422147759,0.866778361,0.006709848,0.687771961,,,,
0.987654321,0.183211599,0.816788401,0.079147458,0.540417366,,,,
0.987654321,0.455474399,0.816788401,0.005410881,0.688122126,,,,
0.987654321,0.392652607,0.911021089,0.037312949,0.612266823,,,,
0.987654321,0.504469949,0.743295077,0.034790143,0.61661485,,,,
0.987654321,0.392652607,0.911021089,0.015102173,0.667778738,,,,
0.987654321,0.478003389,0.782994917,0.011162316,0.676666237,,,,
0.987654321,0.392652607,0.911021089,0.04332555,0.610918217,,,,
0.987654321,0.478003389,0.782994917,0.040322576,0.615437758,,,,
0.987654321,0.392652607,0.911021089,0.01447086,0.667298193,,,,
0.987654321,0.497885448,0.753171827,0.008694702,0.677693598,,,,
0.987654321,0.088978911,0.911021089,0.101540267,0.499870875,,,,
0.987654321,0.392652607,0.911021089,0.018097766,0.661336219,,,,
0.987654321,0.088978911,0.911021089,0.106676022,0.505874568,,,,
0.987654321,0.207649878,0.792350122,0.092550711,0.509496634,,,,
0.987654321,0.392652607,0.911021089,0.016991959,0.665532666,,,,
0.987654321,0.471766585,0.792350122,0.010895951,0.675748381,,,,
0.987654321,0.585514692,0.621727963,0.001724736,0.69614986,,,,
0.987654321,0.446861684,0.553138316,0.047385878,0.592004042,,,,
0.987654321,0.294802573,0.705197427,0.073674726,0.541933629,,,,
0.987654321,0.529868382,0.705197427,0.005217572,0.688002637,,,,
0.87654321,0.125689497,0.874310503,0.072717428,0.508669382,,,,
0.87654321,0.48357227,0.51642773,0.04009672,0.574951138,,,,
0.987654321,0.392652607,0.911021089,0.015348808,0.666560809,,,,
0.987654321,0.446861684,0.553138316,0.049385823,0.587446018,,,,
0.987654321,0.493723627,0.759414559,0.027085957,0.642298765,,,,
0.987654321,0.441887129,0.837169307,0.005379276,0.688130077,,,,
0.987654321,0.441887129,0.837169307,0.029211465,0.634425161,,,,
0.987654321,0.392652607,0.911021089,0.015988167,0.666826249,,,,
0.987654321,0.537100262,0.694349607,0.000974132,0.697780995,,,,
0.987654321,0.392652607,0.911021089,0.042882999,0.610676322,,,,
0.987654321,0.537100262,0.694349607,0.02506139,0.642439481,,,,
0.987654321,0.392652607,0.911021089,0.040012132,0.611801582,,,,
0.987654321,0.497885448,0.753171827,0.034703248,0.616699432,,,,
0.987654321,0.392652607,0.911021089,0.019623689,0.660871096,,,,
0.987654321,0.392652607,0.911021089,0.046425827,0.607254169,,,,
0.987654321,0.392652607,0.911021089,0.017919364,0.665867682,,,,
0.987654321,0.471766585,0.792350122,0.011553294,0.67599551,,,,
0.987654321,0.392652607,0.911021089,0.047211128,0.610855048,,,,
0.987654321,0.471766585,0.792350122,0.040358856,0.615653641,,,,
0.987654321,0.442314593,0.836528111,0.0312816,0.62917058,,,,
0.987654321,0.551170467,0.6732443,0.021690115,0.648667727,,,,
0.987654321,0.417482517,0.873776225,0.009880462,0.68033027,,,,
0.987654321,0.417482517,0.873776225,0.035023979,0.629206984,,,,
0.987654321,0.354660725,0.968008912,0.023806293,0.653510394,,,,
0.987654321,0.288496655,0.711503345,0.077523354,0.547477596,,,,
0.987654321,0.031991088,0.968008912,0.160536736,0.390484937,,,,
0.987654321,0.525664437,0.711503345,0.024814974,0.648366726,,,,
0.987654321,0.4918765,0.76218525,0.031890963,0.62882904,,,,
0.987654321,0.545087587,0.682368619,0.021815383,0.646769863,,,,
0.987654321,0.464682564,0.802976154,0.010395452,0.679529657,,,,
0.987654321,0.464682564,0.802976154,0.035796463,0.628777784,,,,
0.987654321,0.354660725,0.968008912,0.024012355,0.653581655,,,,
0.987654321,0.519200824,0.721198763,0.000241331,0.699484488,,,,
0.987654321,0.031991088,0.968008912,0.163539396,0.391316288,,,,
0.987654321,0.519200824,0.721198763,0.024503004,0.646416865,,,,
0.987654321,0.354660725,0.968008912,0.021266665,0.659590799,,,,
0.987654321,0.354660725,0.968008912,0.020056817,0.659846804,,,,
0.909090909,0.354660725,0.968008912,0.014831063,0.681976126,,,,
0.987654321,0.354660725,0.968008912,0.041013045,0.653160793,,,,
0.909090909,0.354660725,0.968008912,0.014433339,0.686670562,,,,
0.909090909,0.354660725,0.968008912,0.010464018,0.687178312,,,,
0.987654321,0.354660725,0.968008912,0.044125457,0.658904155,,,,
0.987654321,0.354660725,0.968008912,0.033040392,0.659168775,,,,
0.987654321,0.403895247,0.89415713,0.009597908,0.68081738,,,,
0.987654321,0.442314593,0.836528111,0.009024025,0.681069311,,,,
0.987654321,0.076233815,0.923766185,0.129785,0.502494041,,,,
0.987654321,0.384155877,0.923766185,0.017249715,0.680143287,,,,
0.987654321,0.126223775,0.873776225,0.103124653,0.502673137,,,,
0.987654321,0.417482517,0.873776225,0.015179043,0.680397315,,,,
0.987654321,0.49910838,0.75133743,0.029931323,0.637836516,,,,
0.987654321,0.598130314,0.602804529,0.016979663,0.663556232,,,,
0.987654321,0.442314593,0.836528111,0.009117289,0.680873662,,,,
0.987654321,0.442314593,0.836528111,0.032704609,0.630069858,,,,
0.987654321,0.354660725,0.968008912,0.020130132,0.659700029,,,,
0.87654321,0.42363844,0.57636156,0.047941156,0.568584452,,,,
0.87654321,0.058434057,0.941565943,0.116897991,0.401950076,,,,
0.987654321,0.598130314,0.602804529,0.01568905,0.665909828,,,,
0.987654321,0.466478067,0.8002829,0.042288165,0.612172955,,,,
0.987654321,0.354660725,0.968008912,0.036418441,0.653553506,,,,
0.987654321,0.031991088,0.968008912,0.159482576,0.392517358,,,,
0.987654321,0.440011506,0.83998274,0.024644374,0.669226727,,,,
0.987654321,0.031991088,0.968008912,0.169855984,0.400566557,,,,
0.987654321,0.440011506,0.83998274,0.072165007,0.611149102,,,,
0.987654321,0.354660725,0.968008912,0.020291309,0.659772017,,,,
0.987654321,0.459893566,0.810159651,0.014444665,0.669445851,,,,
0.909090909,0.354660725,0.968008912,0.01440051,0.681913094,,,,
0.987654321,0.354660725,0.968008912,0.03661369,0.653613622,,,,
0.909090909,0.354660725,0.968008912,0.01048071,0.687215966,,,,
0.909090909,0.433774703,0.849337945,0.001687147,0.697815723,,,,
0.987654321,0.354660725,0.968008912,0.033187258,0.659093608,,,,
0.987654321,0.433774703,0.849337945,0.023978201,0.668734596,,,,
0.987654321,0.547522809,0.678715786,0.005671104,0.688546129,,,,
0.87654321,0.41631683,0.58368317,0.046290565,0.564556683,,,,
0.87654321,0.264257719,0.735742281,0.070817007,0.509656204,,,,
0.987654321,0.4918765,0.76218525,0.009528615,0.680252509,,,,
0.806818182,0.372289371,0.941565943,0.005748398,0.691854783,,,,
0.87654321,0.41631683,0.58368317,0.054238147,0.54165705,,,,
0.87654321,0.41631683,0.58368317,0.047531736,0.560925094,,,,
0.987654321,0.455731745,0.816402382,0.032445942,0.637452239,,,,
0.987654321,0.403895247,0.89415713,0.009700597,0.680612143,,,,
0.987654321,0.403895247,0.89415713,0.034814598,0.629637482,,,,
0.987654321,0.354660725,0.968008912,0.021521585,0.659324998,,,,
