mu,10,gamma,0.7,min_support,0.3,,,
Scene,Sindex,Num,Noise_Rate,Jaccard,LIP,MLMSSM,best_argminC,best_avgConf
jac,LIP,MLMSSM,avgConf,cc,,,,
0.681818182,0.215988882,0.784011118,0.022326684,0.680007756,,,,
0.681818182,0.477325921,0.784011118,0.024522361,0.662421769,,,,
0.681818182,0.545106256,0.682340616,0.011573909,0.681419777,,,,
0.681818182,0.210193562,0.789806438,0.005892171,0.693320678,,,,
0.681818182,0.473462375,0.789806438,0.010504312,0.684269594,,,,
0.681818182,0.090321608,0.454839196,0.027869125,-0.710747242,,,,
0.681818182,0.473462375,0.789806438,0.011180554,0.683442847,,,,
0.681818182,0.351941304,0.648058696,0.012718755,0.684971422,,,,
0.681818182,0.045160804,0.954839196,0.011188462,0.687335613,,,,
0.662921348,0.437797412,0.562202588,0.009507668,0.687829873,,,,
0.681818182,0.473323957,0.526676043,0.020100931,0.683060343,,,,
0.681818182,0.363440536,0.954839196,0.02953434,0.656207341,,,,
0.684210526,0.090321608,0.454839196,0.008931341,-0.711903851,,,,
0.662921348,0.527980636,0.708029047,0.005061313,0.691725385,,,,
0.681818182,0.567960869,0.648058696,0.025593508,0.660566915,,,,
0.681818182,0.484655617,0.773016575,0.006477425,0.690131966,,,,
0.681818182,0.045160804,0.954839196,0.012006556,0.686180178,,,,
0.684210526,0.090321608,0.454839196,0.043596358,-0.760000565,,,,
0.662921348,0.527980636,0.708029047,0.00227659,0.69632359,,,,
0.681818182,0.363440536,0.954839196,0.030696063,0.654956184,,,,
0.681818182,0.090321608,0.454839196,0.025318995,-0.709763829,,,,
0.681818182,0.567960869,0.648058696,0.017229167,0.673795339,,,,
0.681818182,0.484655617,0.773016575,0.00343744,0.694822978,,,,
0.626373626,0.532655955,0.701016068,0.038050488,0.633032407,,,,
0.684210526,0.090321608,0.454839196,0.023044018,-0.73020615,,,,
0.626373626,0.614740098,0.577889853,0.02411948,0.655212197,,,,
0.681818182,0.505809983,0.741285026,0.046270739,0.630542467,,,,
0.681818182,0.090321608,0.454839196,0.07444773,-0.728363996,,,,
0.681818182,0.545106256,0.682340616,0.02834432,0.652491246,,,,
0.705128205,0.341129398,0.988305903,0.060155565,0.616219118,,,,
0.725,0.011694097,0.988305903,0.456705152,0.226280159,,,,
0.705128205,0.341129398,0.988305903,0.063813281,0.609694662,,,,
0.725,0.011694097,0.988305903,0.456598911,0.226390359,,,,
0.705128205,0.437180675,0.844228987,0.048226686,0.626456888,,,,
0.705128205,0.341129398,0.988305903,0.060177283,0.617971446,,,,
0.705128205,0.412447311,0.881329033,0.05183865,0.626468565,,,,
0.705128205,0.487382676,0.768925986,0.050206144,0.629627262,,,,
0.725,0.011694097,0.988305903,0.470278989,0.226355868,,,,
0.705128205,0.341129398,0.988305903,0.056640562,0.611028515,,,,
0.725,0.130365064,0.869634936,0.383110281,0.244441587,,,,
0.725,0.155771013,0.844228987,0.403192795,0.234932935,,,,
0.725,0.231074014,0.768925986,0.40460478,0.236165176,,,,
0.705128205,0.341129398,0.988305903,0.064041692,0.611285515,,,,
0.705128205,0.446362239,0.830456641,0.042359381,0.630065487,,,,
0.705128205,0.464082222,0.803876666,0.048266536,0.620886722,,,,
0.725,0.130365064,0.869634936,0.38283184,0.244772683,,,,
0.725,0.011694097,0.988305903,0.470126589,0.226509358,,,,
0.705128205,0.437180675,0.844228987,0.05187929,0.619445834,,,,
0.725,0.155771013,0.844228987,0.402953658,0.235208771,,,,
0.725,0.231074014,0.768925986,0.40434613,0.23646169,,,,
0.705128205,0.420987201,0.868519198,0.044672064,0.629081203,,,,
0.725,0.143174899,0.856825101,0.362984173,0.257440614,,,,
0.705128205,0.420987201,0.868519198,0.043509557,0.630491729,,,,
0.725,0.143174899,0.856825101,0.362802283,0.257662379,,,,
0.705128205,0.407707367,0.88843895,0.051174164,0.618198803,,,,
0.705128205,0.333333333,1,0.057674252,0.611026128,,,,
0.705128205,0.576802922,0.634795617,0.021318687,0.665499326,,,,
0.705128205,0.523760196,0.714359706,0.029078451,0.651446718,,,,
0.725,0.011694097,0.988305903,0.403786636,0.227139995,,,,
0.705128205,0.477780988,0.783328518,0.046540096,0.625964541,,,,
0.725,0.376898481,0.623101519,0.321589979,0.301779978,,,,
0.725,0.123255148,0.876744852,0.380806515,0.235257807,,,,
0.725,0.297334391,0.702665609,0.315772835,0.291335489,,,,
0.705128205,0.333333333,1,0.058360912,0.607654731,,,,
0.705128205,0.576802922,0.634795617,0.025462559,0.657995686,,,,
0.705128205,0.546026652,0.680960022,0.035322413,0.641344451,,,,
0.725,0.376898481,0.623101519,0.321133636,0.30234506,,,,
0.725,0.011694097,0.988305903,0.403635913,0.227316501,,,,
0.705128205,0.407707367,0.88843895,0.054642309,0.61112001,,,,
0.725,0.123255148,0.876744852,0.380557239,0.235562026,,,,
0.725,0.297334391,0.702665609,0.315451617,0.291751202,,,,
0.705128205,0.478345173,0.78248224,0.043738757,0.629657631,,,,
0.705128205,0.456286157,0.815570764,0.051767762,0.620257601,,,,
0.705128205,0.333333333,1,0.058266344,0.612798201,,,,
0.705128205,0.571921849,0.642117227,0.023434421,0.66242151,,,,
0.705128205,0.48177433,0.777338505,0.030165949,0.652426115,,,,
0.725,0.011694097,0.988305903,0.407327737,0.229574161,,,,
0.705128205,0.533991483,0.699012776,0.042213172,0.63324249,,,,
0.725,0.36957687,0.63042313,0.313000588,0.302859784,,,,
0.725,0.196123334,0.803876666,0.383091012,0.238167767,,,,
0.725,0.234355593,0.765644407,0.329551016,0.288982354,,,,
0.705128205,0.333333333,1,0.061900169,0.605662282,,,,
0.705128205,0.571921849,0.642117227,0.027836004,0.654463392,,,,
0.705128205,0.584632895,0.623050657,0.036538747,0.641548197,,,,
0.725,0.36957687,0.63042313,0.307965089,0.306346019,,,,
0.725,0.011694097,0.988305903,0.40721201,0.229707815,,,,
0.705128205,0.456286157,0.815570764,0.055565802,0.612791466,,,,
0.725,0.196123334,0.803876666,0.382877968,0.238424601,,,,
0.725,0.234355593,0.765644407,0.329214094,0.289402565,,,,
0.705128205,0.341129398,0.988305903,0.060123116,0.613990098,,,,
0.725,0.011694097,0.988305903,0.423173512,0.228736057,,,,
0.705128205,0.341129398,0.988305903,0.063713248,0.607282093,,,,
0.725,0.011694097,0.988305903,0.423048914,0.228874814,,,,
0.705128205,0.392031156,0.911953266,0.050646267,0.624144282,,,,
0.705128205,0.341129398,0.988305903,0.060054605,0.615812921,,,,
0.705128205,0.42648018,0.86027973,0.047634998,0.631541231,,,,
0.705128205,0.529525146,0.705712282,0.045915552,0.628524499,,,,
0.725,0.011694097,0.988305903,0.443967468,0.225464809,,,,
0.705128205,0.011694097,0.988305903,0.284338963,0.339101686,,,,
0.725,0.13972027,0.86027973,0.422354538,0.237214204,,,,
0.725,0.088046734,0.911953266,0.400854476,0.232883863,,,,
0.725,0.294287718,0.705712282,0.378502354,0.239409575,,,,
0.705128205,0.011694097,0.988305903,0.310441343,0.336729336,,,,
0.705128205,0.45294674,0.82057989,0.046290692,0.625508312,,,,
0.705128205,0.415503432,0.876744852,0.050227862,0.618404642,,,,
0.725,0.13972027,0.86027973,0.422005458,0.237596701,,,,
0.725,0.011694097,0.988305903,0.443813049,0.225629859,,,,
0.705128205,0.392031156,0.911953266,0.054111018,0.61699066,,,,
0.725,0.088046734,0.911953266,0.400598773,0.233181833,,,,
0.725,0.294287718,0.705712282,0.378280698,0.239679303,,,,
0.705128205,0.341129398,0.988305903,0.063962472,0.613476101,,,,
0.725,0.011694097,0.988305903,0.462626906,0.225026731,,,,
0.705128205,0.341129398,0.988305903,0.067757403,0.606835371,,,,
0.725,0.011694097,0.988305903,0.462527546,0.225128743,,,,
0.705128205,0.437180675,0.844228987,0.051736696,0.623557329,,,,
0.705128205,0.341129398,0.988305903,0.064038127,0.615164376,,,,
0.705128205,0.420243376,0.869634936,0.044242116,0.632689684,,,,
0.705128205,0.487382676,0.768925986,0.049876776,0.626728713,,,,
0.725,0.011694097,0.988305903,0.47641103,0.224928007,,,,
0.705128205,0.341129398,0.988305903,0.057802329,0.609763088,,,,
0.725,0.130365064,0.869634936,0.384918127,0.242291868,,,,
0.725,0.155771013,0.844228987,0.409336682,0.233017536,,,,
0.725,0.231074014,0.768925986,0.410822505,0.234164249,,,,
0.705128205,0.341129398,0.988305903,0.068046502,0.608358965,,,,
0.705128205,0.446362239,0.830456641,0.044075071,0.626979408,,,,
0.705128205,0.464082222,0.803876666,0.05103471,0.617891677,,,,
0.725,0.130365064,0.869634936,0.384642136,0.24262005,,,,
0.725,0.011694097,0.988305903,0.476264214,0.225074411,,,,
0.705128205,0.437180675,0.844228987,0.055536595,0.616421758,,,,
0.725,0.155771013,0.844228987,0.409098381,0.233289396,,,,
0.725,0.231074014,0.768925986,0.410564096,0.234457262,,,,
0.705128205,0.470549108,0.794176338,0.043355547,0.632428799,,,,
0.725,0.21751776,0.78248224,0.368484876,0.257183565,,,,
0.705128205,0.470549108,0.794176338,0.047023984,0.625433637,,,,
0.725,0.21751776,0.78248224,0.368337921,0.257360164,,,,
0.705128205,0.464082222,0.803876666,0.048156511,0.623721358,,,,
0.705128205,0.341129398,0.988305903,0.054426292,0.616519,,,,
0.705128205,0.579717914,0.63042313,0.020042428,0.666696752,,,,
0.705128205,0.489570395,0.765644407,0.026649414,0.656896189,,,,
0.725,0.011694097,0.988305903,0.408606713,0.228097062,,,,
0.705128205,0.526195418,0.710706874,0.045540116,0.62897346,,,,
0.725,0.36957687,0.63042313,0.314370866,0.301121154,,,,
0.725,0.196123334,0.803876666,0.384511414,0.236455413,,,,
0.725,0.234355593,0.765644407,0.331257106,0.28685451,,,,
0.705128205,0.579717914,0.63042313,0.024155633,0.659088041,,,,
0.705128205,0.584632895,0.623050657,0.03437821,0.644636365,,,,
0.725,0.36957687,0.63042313,0.30972728,0.304093512,,,,
0.725,0.011694097,0.988305903,0.408489635,0.228232277,,,,
0.725,0.196123334,0.803876666,0.384296133,0.236714943,,,,
0.725,0.234355593,0.765644407,0.33091683,0.287278904,,,,
0.705128205,0.382567855,0.926148218,0.044884035,0.632270659,,,,
0.725,0.08554588,0.91445412,0.387213325,0.253977118,,,,
0.705128205,0.39036392,0.91445412,0.047153245,0.626610072,,,,
0.725,0.08554588,0.91445412,0.387021557,0.254198011,,,,
0.705128205,0.341129398,0.988305903,0.059247841,0.61089303,,,,
0.705128205,0.341129398,0.988305903,0.057037774,0.615644537,,,,
0.705128205,0.477780988,0.783328518,0.040152941,0.637721273,,,,
0.725,0.011694097,0.988305903,0.432658766,0.223830864,,,,
0.705128205,0.434404353,0.84839347,0.047381958,0.62895114,,,,
0.725,0.22836558,0.77163442,0.366737478,0.262660907,,,,
0.725,0.011694097,0.988305903,0.426906185,0.218781899,,,,
0.705128205,0.341129398,0.988305903,0.060628797,0.608748433,,,,
0.705128205,0.477780988,0.783328518,0.044042547,0.630471707,,,,
0.705128205,0.554363668,0.668454498,0.051666838,0.621147259,,,,
0.725,0.22836558,0.77163442,0.366523384,0.262916217,,,,
0.725,0.011694097,0.988305903,0.43249983,0.224005784,,,,
0.705128205,0.011694097,0.988305903,0.307551553,0.323984152,,,,
0.725,0.011694097,0.988305903,0.426794088,0.218908258,,,,
0.705128205,0.502548752,0.746176872,0.048928397,0.625251574,,,,
0.725,0.265517225,0.734482775,0.388351359,0.244939214,,,,
0.705128205,0.502548752,0.746176872,0.052572277,0.618312673,,,,
0.75,0.265517225,0.734482775,0.392470616,0.229538752,,,,
0.705128205,0.379533854,0.930699219,0.049387084,0.623925328,,,,
0.705128205,0.553822717,0.669265924,0.026678669,0.656327945,,,,
0.730769231,0.539780958,0.690328563,0.021907372,0.666389367,,,,
0.705128205,0.554363668,0.668454498,0.051666838,0.621147259,,,,
0.725,0.330734076,0.669265924,0.330359002,0.285378096,,,,
0.725,0.069300781,0.930699219,0.402656208,0.23109794,,,,
0.75,0.321365535,0.678634465,0.315887304,0.290969382,,,,
0.705128205,0.011694097,0.988305903,0.307551553,0.323984152,,,,
0.705128205,0.546026652,0.680960022,0.032426408,0.647165524,,,,
0.705128205,0.506342112,0.740486832,0.034862576,0.64575029,,,,
0.725,0.330734076,0.669265924,0.330016499,0.28580796,,,,
0.705128205,0.379533854,0.930699219,0.053116637,0.616672941,,,,
0.725,0.069300781,0.930699219,0.402391013,0.231406765,,,,
0.725,0.321365535,0.678634465,0.337338571,0.275599889,,,,
0.705128205,0.40395119,0.894073215,0.045825283,0.633776963,,,,
0.725,0.105926785,0.894073215,0.397839826,0.25553912,,,,
0.705128205,0.40395119,0.894073215,0.049826263,0.626703721,,,,
0.75,0.105926785,0.894073215,0.379241514,0.250680169,,,,
0.705128205,0.498458718,0.752311922,0.051816649,0.621030348,,,,
0.705128205,0.51213311,0.731800335,0.028224102,0.65780254,,,,
0.730769231,0.258504247,0.741495753,0.148669661,0.497151019,,,,
0.705128205,0.428783266,0.856825101,0.044172779,0.628153733,,,,
0.725,0.268199665,0.731800335,0.356493129,0.285796221,,,,
0.725,0.247688078,0.752311922,0.392296338,0.23106215,,,,
0.75,0.258504247,0.741495753,0.282324698,0.330773959,,,,
0.705128205,0.53763914,0.69354129,0.02878277,0.651664886,,,,
0.705128205,0.500621734,0.749067399,0.034371219,0.642516077,,,,
0.725,0.268199665,0.731800335,0.356083077,0.286272654,,,,
0.705128205,0.498458718,0.752311922,0.055413313,0.613995485,,,,
0.725,0.247688078,0.752311922,0.392092754,0.231305508,,,,
0.725,0.258504247,0.741495753,0.32867509,0.28884632,,,,
0.681818182,0.505809983,0.741285026,0.018875698,0.673301983,,,,
0.71875,0.408354975,0.591645025,0.299063221,0.27249731,,,,
0.681818182,0.505809983,0.741285026,0.023239348,0.665975456,,,,
0.774193548,0.258714974,0.741285026,0.364080576,0.142191415,,,,
0.681818182,0.477325921,0.784011118,0.022119151,0.668731425,,,,
0.681818182,0.363440536,0.954839196,0.035653397,0.649995057,,,,
0.662921348,0.495839286,0.756241071,0.009091111,0.685652673,,,,
0.681818182,0.545106256,0.682340616,0.022895659,0.664633099,,,,
0.71875,0.408354975,0.591645025,0.290369936,0.285271596,,,,
0.626373626,0.532655955,0.701016068,0.018524591,0.667919129,,,,
0.753846154,0.437797412,0.562202588,0.123312308,0.300905263,,,,
0.741935484,0.179286892,0.820713108,0.269853466,0.288925991,,,,
0.774193548,0.317659384,0.682340616,0.163300687,0.125828561,,,,
0.681818182,0.363440536,0.954839196,0.03911284,0.643261307,,,,
0.626373626,0.606910125,0.589634813,0.009657844,0.68201367,,,,
0.626373626,0.479512902,0.780730647,0.011192531,0.680153694,,,,
0.753846154,0.437797412,0.562202588,0.126248714,0.295830057,,,,
0.71875,0.408354975,0.591645025,0.296995245,0.279423599,,,,
0.681818182,0.477325921,0.784011118,0.025206441,0.661675158,,,,
0.741935484,0.179286892,0.820713108,0.274105933,0.284935481,,,,
0.71875,0.44788137,0.55211863,0.152846233,0.301275215,,,,
0.705128205,0.420987201,0.868519198,0.049582477,0.62754931,,,,
0.705128205,0.420987201,0.868519198,0.045864205,0.632207034,,,,
0.705128205,0.420987201,0.868519198,0.012579528,0.680797811,,,,
0.705128205,0.420987201,0.868519198,0.041925418,0.635220975,,,,
0.705128205,0.407707367,0.88843895,0.058979741,0.613940158,,,,
0.705128205,0.333333333,1,0.063083215,0.610112379,,,,
0.705128205,0.576802922,0.634795617,0.034492964,0.649436059,,,,
0.705128205,0.523760196,0.714359706,0.037477405,0.643370043,,,,
0.705128205,0.333333333,1,0.060432064,0.612933246,,,,
0.705128205,0.576802922,0.634795617,0.021166208,0.66838899,,,,
0.705128205,0.407707367,0.88843895,0.053416104,0.621082072,,,,
0.705128205,0.523760196,0.714359706,0.030075982,0.653881384,,,,
0.705128205,0.333333333,1,0.025237258,0.662374039,,,,
0.705128205,0.376898481,0.623101519,0.119938056,0.53874214,,,,
0.705128205,0.546026652,0.680960022,0.001394902,0.697843974,,,,
0.705128205,0.576802922,0.634795617,0.01951854,0.669833706,,,,
0.705128205,0.333333333,1,0.055092771,0.617218193,,,,
0.705128205,0.407707367,0.88843895,0.020235925,0.669153671,,,,
0.705128205,0.415503432,0.876744852,0.046744465,0.626738126,,,,
0.705128205,0.523760196,0.714359706,0.025236064,0.659480729,,,,
0.705128205,0.333333333,1,0.090945256,0.608853028,,,,
0.705128205,0.333333333,1,0.057742774,0.615837505,,,,
0.705128205,0.333333333,1,0.038327268,0.659915886,,,,
0.705128205,0.333333333,1,0.058132096,0.615387872,,,,
0.705128205,0.384235091,0.923647363,0.083401667,0.614221653,,,,
0.705128205,0.418684115,0.871973828,0.082333404,0.618090512,,,,
0.705128205,0.521729081,0.717406379,0.07897129,0.617114912,,,,
0.705128205,0.42648018,0.86027973,0.048149209,0.634273641,,,,
0.705128205,0.384235091,0.923647363,0.049425076,0.627390408,,,,
0.705128205,0.529525146,0.705712282,0.046892515,0.631175815,,,,
0.705128205,0.333333333,1,0.036479535,0.662308132,,,,
0.705128205,0.445150675,0.832273988,0.015757708,0.676222906,,,,
0.705128205,0.407707367,0.88843895,0.019375494,0.670465257,,,,
0.705128205,0.42648018,0.86027973,0.048487817,0.633975755,,,,
0.705128205,0.384235091,0.923647363,0.028605908,0.669272082,,,,
0.705128205,0.384235091,0.923647363,0.049774711,0.62697925,,,,
0.705128205,0.529525146,0.705712282,0.047118846,0.63084363,,,,
0.705128205,0.396155125,0.905767312,0.018248828,0.680790123,,,,
0.705128205,0.490662654,0.76400602,0.084377941,0.612188013,,,,
0.705128205,0.504337045,0.743494432,0.0543152,0.64498861,,,,
0.705128205,0.497873433,0.753189851,0.052740905,0.644030211,,,,
0.705128205,0.504337045,0.743494432,0.02559405,0.661123926,,,,
0.705128205,0.498458718,0.752311922,0.049275046,0.624188689,,,,
0.705128205,0.497873433,0.753189851,0.024714285,0.66081472,,,,
0.705128205,0.30645871,0.69354129,0.132169187,0.518741211,,,,
0.705128205,0.492825669,0.760761497,0.004453671,0.693045402,,,,
0.705128205,0.504337045,0.743494432,0.025684424,0.661683605,,,,
0.705128205,0.490662654,0.76400602,0.031384454,0.665933687,,,,
0.705128205,0.498458718,0.752311922,0.049100077,0.627444652,,,,
0.705128205,0.497873433,0.753189851,0.024990449,0.660556944,,,,
0.684210526,0.452304623,0.547695377,0.007122084,0.678704922,,,,
0.626373626,0.532655955,0.701016068,0.013446586,0.677498919,,,,
0.626373626,0.532655955,0.701016068,0.044588536,0.624876377,,,,
0.684210526,0.304673972,0.695326028,0.004220811,0.686547202,,,,
0.684210526,0.376706306,0.623293694,0.013867662,0.65767109,,,,
0.684210526,0.410365187,0.589634813,0.004657817,0.679769277,,,,
0.684210526,0.452304623,0.547695377,0.007351667,0.675544479,,,,
0.626373626,0.363440536,0.954839196,0.03081107,0.649860912,,,,
0.684210526,0.090321608,0.454839196,0.002375154,-0.703165647,,,,
0.626373626,0.606910125,0.589634813,0.002997534,0.694651996,,,,
0.626373626,0.401844992,0.897232512,0.018226366,0.670002161,,,,
0.626373626,0.569888161,0.645167758,0.023562193,0.657917157,,,,
0.684210526,0.090321608,0.454839196,0.040079153,-0.753418213,,,,
0.626373626,0.606910125,0.589634813,0.003972652,0.692902763,,,,
0.626373626,0.363440536,0.954839196,0.03121667,0.649345355,,,,
0.626373626,0.401844992,0.897232512,0.018962684,0.668836945,,,,
0.626373626,0.569888161,0.645167758,0.006070897,0.689454321,,,,
0.681818182,0.258714974,0.741285026,0.027646141,0.67742767,,,,
0.681818182,0.505809983,0.741285026,0.016913828,0.675651333,,,,
0.681818182,0.505809983,0.741285026,0.069891209,0.622223851,,,,
0.681818182,0.215988882,0.784011118,0.021444658,0.681166773,,,,
0.681818182,0.045160804,0.954839196,0.031001224,0.673332507,,,,
0.662921348,0.437797412,0.562202588,0.023285598,0.670193667,,,,
0.681818182,0.090321608,0.454839196,0.043941248,-0.716592741,,,,
0.681818182,0.363440536,0.954839196,0.033502434,0.652178161,,,,
0.662921348,0.598144527,0.60278321,0.008891692,0.685964236,,,,
0.681818182,0.477325921,0.784011118,0.020750243,0.670136299,,,,
0.681818182,0.545106256,0.682340616,0.028142315,0.654847986,,,,
0.684210526,0.090321608,0.454839196,0.030113046,-0.741443823,,,,
0.684210526,0.090321608,0.454839196,0.029942554,-0.739907973,,,,
0.662921348,0.495839286,0.756241071,0.00844931,0.686554123,,,,
0.681818182,0.363440536,0.954839196,0.034735574,0.650924983,,,,
0.681818182,0.477325921,0.784011118,0.021421023,0.669496828,,,,
0.681818182,0.545106256,0.682340616,0.00899678,0.686090501,,,,
0.681818182,0.473462375,0.789806438,0.014691939,0.677178655,,,,
0.681818182,0.210193562,0.789806438,0.005491668,0.693425,,,,
0.681818182,0.473462375,0.789806438,0.015367192,0.676404623,,,,
0.662921348,0.090321608,0.454839196,0.149068862,-0.758784938,,,,
0.681818182,0.090321608,0.454839196,0.148374177,-0.757217913,,,,
0.681818182,0.363440536,0.954839196,0.032957175,0.649346148,,,,
